product_id,title,brand,category,price,price_numeric,budget_range,stock,url,description,tags,features,attributes,variations,image
d4c22a13f3d6b531eabf66414492278c,پروتکشن بدنه موتور سيکلت مدل Black مناسب براي انواع کليک و طرح کليک,نامشخص,پروتکشن موتور سیکلت,"450,000تومان",450000.0,زیر ۵ میلیون,1 عدد در انبار,https://starcyclet.com/%d9%be%d8%b1%d9%88%d8%aa%da%a9%d8%b4%d9%86-%d9%85%d9%88%d8%aa%d9%88%d8%b1%d8%b3%db%8c%da%a9%d9%84%d8%aa-%d9%85%d9%86%d8%a7%d8%b3%d8%a8-%da%a9%d9%84%db%8c%da%a9-%d9%85%d8%af%d9%84-black/,محصول پروتکشن بدنه موتور سيکلت مدل Black مناسب براي انواع کليک و طرح کليک از برند نامشخص با ویژگی‌های 400 گرم برای پروتکشن موتور سیکلت طراحی شده.,"[""400 گرم""]","[{""label"": ""وزن"", ""value"": ""400 گرم""}]","[{""label"": ""وزن"", ""value"": ""400 گرم""}]",[],https://cdn.starcyclet.com/wp-content/uploads/2025/01/protection-clickblack-100x100.jpg
b048b544f479887e36ed9daddb998a6f,باکس ادونچری ردلاین مدل 555,ردلاین,باکس موتور سیکلت,"3,550,000تومان",3550000.0,زیر ۵ میلیون,موجود در انبار,https://starcyclet.com/%d8%a8%d8%a7%da%a9%d8%b3-%d8%a7%d8%af%d9%88%d9%86%da%86%d8%b1%db%8c-%d8%b1%d8%af%d9%84%d8%a7%db%8c%d9%86-555/,محصول باکس ادونچری ردلاین مدل 555 از برند ردلاین با ویژگی‌های باکس مسافرتی برای باکس موتور سیکلت طراحی شده.,"[""مسافرتی"", ""ادونچری"", ""باکس مسافرتی""]","[{""label"": ""سبک"", ""value"": ""باکس مسافرتی""}]","[{""label"": ""سبک"", ""value"": ""باکس مسافرتی""}]",[],https://cdn.starcyclet.com/wp-content/uploads/2024/06/80d03c-100x100.jpg
ad26b3a5c6640b0b77e073b1dfc2a4c3,گرد گير کمک موتور سيکلت مدل BLACK,نامشخص,لوازم جانبی موتورسیکلت,"400,000تومان",400000.0,زیر ۵ میلیون,4 عدد در انبار,https://starcyclet.com/%da%af%d8%b1%d8%af%da%af%db%8c%d8%b1-%da%a9%d9%85%da%a9-%d9%85%d9%88%d8%aa%d9%88%d8%b1-%d8%b3%db%8c%da%a9%d9%84%d8%aa-%d9%85%d8%af%d9%84-gdm/,محصول گرد گير کمک موتور سيکلت مدل BLACK از برند نامشخص با ویژگی‌های پلاستیک ABS (فلامنت PLA) برای لوازم جانبی موتورسیکلت طراحی شده.,"[""پلاستیک abs (فلامنت pla)""]","[{""label"": ""جنس"", ""value"": ""پلاستیک ABS (فلامنت PLA)""}]","[{""label"": ""جنس"", ""value"": ""پلاستیک ABS (فلامنت PLA)""}]",[],https://cdn.starcyclet.com/wp-content/uploads/2024/10/گردگیر-کمک-100x100.jpg
f847a3ae84cade6c322e13460c84cbe1,کلاه کاسکت وسپایی RED LINE مدل 936-2 MATT-BLACK,ردلاین,کلاه کاسکت,"4,000,000تومان",4000000.0,زیر ۵ میلیون,1 عدد در انبار,https://starcyclet.com/%da%a9%d9%84%d8%a7%d9%87-%da%a9%d8%a7%d8%b3%da%a9%d8%aa-%d8%b1%d8%af%d9%84%d8%a7%db%8c%d9%86-936-br-line/,محصول کلاه کاسکت وسپایی RED LINE مدل 936-2 MATT-BLACK از برند ردلاین با ویژگی‌های وسپایی، اسکوتر برای کلاه کاسکت طراحی شده.,"[""وسپایی، اسکوتر""]","[{""label"": ""سبک"", ""value"": ""وسپایی، اسکوتر""}]","[{""label"": ""سبک"", ""value"": ""وسپایی، اسکوتر""}]","[{""size"": ""L"", ""stock"": ""1 عدد در انبار"", ""price"": ""4,000,000تومان"", ""price_numeric"": 4000000, ""budget_range"": ""زیر ۵ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2024/05/c8ccd6-100x100.jpg
ce91789c47d44b20ac906bb19637bf71,کلاه کاسکت فک ثابت SOMAN مدل 961 SPEED-PLUS,Soman,کلاه کاسکت,"9,800,000تومان",9800000.0,۵-۱۰ میلیون,موجود در انبار,https://starcyclet.com/%da%a9%d9%84%d8%a7%d9%87-%da%a9%d8%a7%d8%b3%da%a9%d8%aa-%d9%81%da%a9-%d8%ab%d8%a7%d8%a8%d8%aa-%d8%b3%d9%88%d9%85%d8%a7%d9%86-961-%d9%85%d8%af%d9%84-speed-plus/,"محصول کلاه کاسکت فک ثابت SOMAN مدل 961 SPEED-PLUS از برند Soman با ویژگی‌های اسپرت , فک ثابت برای کلاه کاسکت طراحی شده.","[""اسپرت , فک ثابت"", ""Soman"", ""اسپرت"", ""فک ثابت""]","[{""label"": ""سبک"", ""value"": ""اسپرت , فک ثابت""}]","[{""label"": ""سبک"", ""value"": ""اسپرت , فک ثابت""}]","[{""size"": ""M"", ""stock"": ""2 عدد در انبار"", ""price"": ""9,800,000تومان"", ""price_numeric"": 9800000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""L"", ""stock"": ""2 عدد در انبار"", ""price"": ""9,800,000تومان"", ""price_numeric"": 9800000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""XL"", ""stock"": ""2 عدد در انبار"", ""price"": ""9,800,000تومان"", ""price_numeric"": 9800000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""XXL"", ""stock"": ""2 عدد در انبار"", ""price"": ""9,800,000تومان"", ""price_numeric"": 9800000, ""budget_range"": ""۵-۱۰ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2025/04/SOMAN961-SPEEDPLUS3-100x100.jpg
b4bd9da78240d6911c886cc36e501322,کلاه کاسکت بدون فک REDLINE مدل MATT-BLACK-RED-prelude 965-4,Redline,کلاه کاسکت,"4,100,000تومان",4100000.0,زیر ۵ میلیون,6 عدد در انبار,https://starcyclet.com/%da%a9%d9%84%d8%a7%d9%87-%da%a9%d8%a7%d8%b3%da%a9%d8%aa-%d8%a8%d8%af%d9%88%d9%86-%d9%81%da%a9-redline-%d9%85%d8%af%d9%84-matt-black-red-prelude-965-4/,محصول کلاه کاسکت بدون فک REDLINE مدل MATT-BLACK-RED-prelude 965-4 از برند Redline با ویژگی‌های بدون فک: اسکوتر شهری برای کلاه کاسکت طراحی شده.,"[""شهری"", ""بدون فک: اسکوتر شهری"", ""بدون فک"", ""Redline""]","[{""label"": ""سبک"", ""value"": ""بدون فک: اسکوتر شهری""}]","[{""label"": ""سبک"", ""value"": ""بدون فک: اسکوتر شهری""}]","[{""size"": ""L"", ""stock"": ""6 عدد در انبار"", ""price"": ""4,100,000تومان"", ""price_numeric"": 4100000, ""budget_range"": ""زیر ۵ میلیون""}, {""size"": ""XL"", ""stock"": ""6 عدد در انبار"", ""price"": ""4,100,000تومان"", ""price_numeric"": 4100000, ""budget_range"": ""زیر ۵ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2025/05/redline-965d5-64x64.jpg
b6065a726913acf8e38f90ed98dee34d,کلاه کاسکت فک ثابت MT مدل Stinger B9,Mt,کلاه کاسکت,"22,000,000تومان",22000000.0,بیش از ۱۰ میلیون,موجود در انبار,https://starcyclet.com/%da%a9%d9%84%d8%a7%d9%87-%da%a9%d8%a7%d8%b3%da%a9%d8%aa-%d9%81%da%a9-%d8%ab%d8%a7%d8%a8%d8%aa-mt-%d9%85%d8%af%d9%84-stinger-b9/,محصول کلاه کاسکت فک ثابت MT مدل Stinger B9 از برند Mt با ویژگی‌های فک ثابت شهری برای کلاه کاسکت طراحی شده.,"[""فک ثابت شهری"", ""Mt""]","[{""label"": ""سبک"", ""value"": ""فک ثابت شهری""}]","[{""label"": ""سبک"", ""value"": ""فک ثابت شهری""}]","[{""size"": ""L"", ""stock"": ""1 عدد در انبار"", ""price"": ""22,000,000تومان"", ""price_numeric"": 22000000, ""budget_range"": ""بیش از ۲۰ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2025/04/Stinger-B96-100x100.jpg
bcd82885cbc7ab45a85d604776e7237f,لاستیک عقب میتاس سایز 140/80/18,نامشخص,لاستیک موتور سیکلت,"12,000,000تومان",12000000.0,بیش از ۱۰ میلیون,موجود در انبار,https://starcyclet.com/%d9%84%d8%a7%d8%b3%d8%aa%db%8c%da%a9-%d8%b9%d9%82%d8%a8-%d9%85%db%8c%d8%aa%d8%a7%d8%b3-%d8%b3%d8%a7%db%8c%d8%b2-140-80-18/,محصول لاستیک عقب میتاس سایز 140/80/18 از برند نامشخص با ویژگی‌های دوال اسپرت برای لاستیک موتور سیکلت طراحی شده.,"[""اسپرت"", ""دوال اسپرت""]","[{""label"": ""سبک"", ""value"": ""دوال اسپرت""}]","[{""label"": ""سبک"", ""value"": ""دوال اسپرت""}]",[],https://cdn.starcyclet.com/wp-content/uploads/2024/07/e07-15018-100x100.jpg
79718ce251c90cdd0321e8f7d2011de0,کلاه کاسکت بدون فک BEON مدل B110 Avenue-CHROME,Beon,کلاه کاسکت,"6,500,000تومان",6500000.0,۵-۱۰ میلیون,موجود در انبار,https://starcyclet.com/%da%a9%d9%84%d8%a7%d9%87-%da%a9%d8%a7%d8%b3%da%a9%d8%aa-%d8%af%d8%ae%d8%aa%d8%b1%d8%a7%d9%86%d9%87-beon-%d9%85%d8%af%d9%84-avenue-chrome/,محصول کلاه کاسکت بدون فک BEON مدل B110 Avenue-CHROME از برند Beon با ویژگی‌های کلاه بدون فک شهری برای کلاه کاسکت طراحی شده.,"[""کلاه بدون فک شهری"", ""شهری"", ""بدون فک"", ""Beon""]","[{""label"": ""سبک"", ""value"": ""کلاه بدون فک شهری""}]","[{""label"": ""سبک"", ""value"": ""کلاه بدون فک شهری""}]","[{""size"": ""XXL"", ""stock"": ""9 عدد در انبار"", ""price"": ""6,500,000تومان"", ""price_numeric"": 6500000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""XL"", ""stock"": ""9 عدد در انبار"", ""price"": ""6,500,000تومان"", ""price_numeric"": 6500000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""L"", ""stock"": ""9 عدد در انبار"", ""price"": ""6,500,000تومان"", ""price_numeric"": 6500000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""M"", ""stock"": ""9 عدد در انبار"", ""price"": ""6,500,000تومان"", ""price_numeric"": 6500000, ""budget_range"": ""۵-۱۰ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2024/10/beon-chrome-4-100x100.jpg
e941cc0bfc25298a40b08db5b42dec73,لاستیک جلو میتاس سایز 120/70/19,نامشخص,لاستیک موتور سیکلت,"8,800,000تومان",8800000.0,۵-۱۰ میلیون,موجود در انبار,https://starcyclet.com/%d9%84%d8%a7%d8%b3%d8%aa%db%8c%da%a9-%d8%ac%d9%84%d9%88-%d9%85%db%8c%d8%aa%d8%a7%d8%b3-%d8%b3%d8%a7%db%8c%d8%b2-120-70-19/,محصول لاستیک جلو میتاس سایز 120/70/19 از برند نامشخص با ویژگی‌های دوال اسپرت برای لاستیک موتور سیکلت طراحی شده.,"[""اسپرت"", ""دوال اسپرت""]","[{""label"": ""سبک"", ""value"": ""دوال اسپرت""}]","[{""label"": ""سبک"", ""value"": ""دوال اسپرت""}]",[],https://cdn.starcyclet.com/wp-content/uploads/2024/07/12019-07-100x100.jpg
6557c2d5516cdf724a17c6ee77cd6ca0,بوت کراسی SCOYCO مدل MBM004_GRAY,Scoyco,لوازم جانبی موتورسیکلت,"24,500,000تومان",24500000.0,بیش از ۱۰ میلیون,موجود در انبار,https://starcyclet.com/%d8%a8%d9%88%d8%aa-%da%a9%d8%b1%d8%a7%d8%b3%db%8c-scoyco-%d9%85%d8%af%d9%84-mbm004_grey/,محصول بوت کراسی SCOYCO مدل MBM004_GRAY از برند Scoyco با ویژگی‌های بوت بلند کراسی و اندرو برای لوازم جانبی موتورسیکلت طراحی شده.,"[""کراسی"", ""Scoyco"", ""بوت بلند کراسی و اندرو""]","[{""label"": ""سبک"", ""value"": ""بوت بلند کراسی و اندرو""}]","[{""label"": ""سبک"", ""value"": ""بوت بلند کراسی و اندرو""}]","[{""size"": ""45"", ""stock"": ""1 عدد در انبار"", ""price"": ""24,500,000تومان"", ""price_numeric"": 24500000, ""budget_range"": ""بیش از ۲۰ میلیون""}, {""size"": ""41"", ""stock"": ""1 عدد در انبار"", ""price"": ""24,500,000تومان"", ""price_numeric"": 24500000, ""budget_range"": ""بیش از ۲۰ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2025/02/SCOYCOMBM004GREY4-100x100.jpg
6e2252f072e75e13a415185643efe426,کلاه کاسکت کراسی SMK مدل ALLTERRA FULMINE (GL457),Smk,کلاه کاسکت,"8,200,000تومان",8200000.0,۵-۱۰ میلیون,موجود در انبار,https://starcyclet.com/%da%a9%d9%84%d8%a7%d9%87-%da%a9%d8%a7%d8%b3%da%a9%d8%aa-%da%a9%d8%b1%d8%a7%d8%b3%db%8c-smk-%d8%a2%d9%84%d8%aa%d8%b1%d8%a7-%d9%85%d8%af%d9%84-fulmine-gl457/,"محصول کلاه کاسکت کراسی SMK مدل ALLTERRA FULMINE (GL457) از برند Smk با ویژگی‌های اسپرت , کراسی برای کلاه کاسکت طراحی شده.","[""اسپرت"", ""اسپرت , کراسی"", ""Smk"", ""کراسی""]","[{""label"": ""سبک"", ""value"": ""اسپرت , کراسی""}]","[{""label"": ""سبک"", ""value"": ""اسپرت , کراسی""}]","[{""size"": ""M"", ""stock"": ""28 عدد در انبار"", ""price"": ""8,200,000تومان"", ""price_numeric"": 8200000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""XXL"", ""stock"": ""28 عدد در انبار"", ""price"": ""8,200,000تومان"", ""price_numeric"": 8200000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""XL"", ""stock"": ""28 عدد در انبار"", ""price"": ""8,200,000تومان"", ""price_numeric"": 8200000, ""budget_range"": ""۵-۱۰ میلیون""}, {""size"": ""L"", ""stock"": ""28 عدد در انبار"", ""price"": ""8,200,000تومان"", ""price_numeric"": 8200000, ""budget_range"": ""۵-۱۰ میلیون""}]",https://cdn.starcyclet.com/wp-content/uploads/2025/02/smk-FULMINEGL457-100x100.jpg
